firstName,lastName,personId,gameId,gameDate,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,gameLabel,gameSubLabel,seriesGameNumber,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,fullName,game_year,birth_year,age_at_game,player_threshold,over_threshold,age_expected_points,age_expected_minutes,points_vs_age_expected,minutes_vs_age_expected,age_category,years_in_league_approx,career_stage,fg_percentage,three_point_percentage,free_throw_percentage,points_per_minute,total_shot_attempts,month,day_of_week,is_weekend
Kevin,Durant,201142,12400017,,Phoenix,Suns,Detroit,Pistons,Preseason,Preseason,,0.0,True,False,18.55,21.0,2.0,0.0,1.0,12.0,8.0,0.667,6.0,4.0,0.667,1.0,1.0,1.0,3.0,0.0,3.0,4.0,0.0,10.0,Kevin Durant,2024,,,26.99,0,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,1.1320754716981132,13.0,,,0
Nikola,Vucevic,202696,12400016,,Chicago,Bulls,Cleveland,Cavaliers,Preseason,Preseason,,0.0,True,False,20.13,12.0,3.0,0.0,0.0,10.0,6.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,10.0,2.0,2.0,2.0,Nikola Vucevic,2024,,,16.84,0,,,,,,,,0.6,0.0,0.0,0.5961251862891207,10.0,,,0
Harrison,Barnes,203084,12400013,,San Antonio,Spurs,Oklahoma City,Thunder,Preseason,Preseason,,0.0,False,True,20.11,6.0,3.0,0.0,0.0,8.0,2.0,0.25,4.0,1.0,0.25,2.0,1.0,0.5,2.0,3.0,5.0,0.0,1.0,-8.0,Harrison Barnes,2024,,,13.42,0,,,,,,,,0.25,0.25,0.5,0.29835902536051717,10.0,,,0
Devin,Booker,1626164,12400009,,Phoenix,Suns,Los Angeles,Lakers,Preseason,Preseason,,0.0,True,False,14.18,12.0,3.0,0.0,0.0,12.0,4.0,0.333,6.0,3.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,-9.0,Devin Booker,2024,,,24.35,0,,,,,,,,0.3333333333333333,0.5,1.0,0.846262341325811,13.0,,,0
Kevin,Durant,201142,12400009,,Phoenix,Suns,Los Angeles,Lakers,Preseason,Preseason,,0.0,True,False,14.18,6.0,2.0,0.0,0.0,10.0,3.0,0.3,3.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,5.0,2.0,1.0,-9.0,Kevin Durant,2024,,,26.99,0,,,,,,,,0.3,0.0,0.0,0.4231311706629055,11.0,,,0
Karl-Anthony,Towns,1626157,12400006,,New York,Knicks,Charlotte,Hornets,Preseason,Preseason,,0.0,True,False,14.46,10.0,0.0,0.0,2.0,7.0,2.0,0.286,5.0,1.0,0.2,6.0,5.0,0.833,4.0,0.0,4.0,2.0,0.0,-7.0,Karl-Anthony Towns,2024,,,22.39,0,,,,,,,,0.2857142857142857,0.2,0.8333333333333334,0.6915629322268326,13.0,,,0
Mikal,Bridges,1628969,12400006,,New York,Knicks,Charlotte,Hornets,Preseason,Preseason,,0.0,True,False,12.42,4.0,0.0,0.0,0.0,5.0,2.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,Mikal Bridges,2024,,,14.61,0,,,,,,,,0.4,0.0,0.0,0.322061191626409,5.0,,,0
Jrue,Holiday,201950,12400005,,Boston,Celtics,Denver,Nuggets,Preseason,Preseason,,0.0,True,True,17.0,7.0,1.0,1.0,2.0,5.0,3.0,0.6,2.0,1.0,0.5,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,6.0,Jrue Holiday,2024,,,15.56,0,,,,,,,,0.6,0.5,0.0,0.4117647058823529,5.0,,,0
Nikola,Jokic,203999,12400005,,Denver,Nuggets,Boston,Celtics,Preseason,Preseason,,0.0,False,False,18.0,20.0,3.0,0.0,0.0,13.0,7.0,0.538,4.0,2.0,0.5,5.0,4.0,0.8,5.0,2.0,7.0,2.0,3.0,-2.0,Nikola Jokic,2024,,,22.01,0,,,,,,,,0.5384615384615384,0.5,0.8,1.1111111111111112,18.0,,,0
Buddy,Hield,1627741,12400004,,Golden State,Warriors,Los Angeles,Clippers,Preseason,Preseason,,0.0,True,False,16.0,5.0,1.0,0.0,0.0,7.0,2.0,0.286,5.0,1.0,0.2,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,4.0,Buddy Hield,2024,,,14.61,0,,,,,,,,0.2857142857142857,0.2,0.0,0.3125,7.0,,,0
James,Harden,201935,12400004,,Los Angeles,Clippers,Golden State,Warriors,Preseason,Preseason,,0.0,False,True,17.0,13.0,8.0,0.0,2.0,6.0,2.0,0.333,4.0,1.0,0.25,8.0,8.0,1.0,2.0,0.0,2.0,0.0,2.0,5.0,James Harden,2024,,,23.58,0,,,,,,,,0.3333333333333333,0.25,1.0,0.7647058823529411,14.0,,,0
Stephen,Curry,201939,12400004,,Golden State,Warriors,Los Angeles,Clippers,Preseason,Preseason,,0.0,True,False,13.0,9.0,2.0,0.0,1.0,8.0,2.0,0.25,4.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,Stephen Curry,2024,,,24.6,0,,,,,,,,0.25,0.0,1.0,0.6923076923076923,13.0,,,0
Rudy,Gobert,203497,12400003,,Minnesota,Timberwolves,Los Angeles,Lakers,Preseason,Preseason,,0.0,True,False,9.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,10.0,Rudy Gobert,2024,,,12.46,0,,,,,,,,1.0,0.0,0.0,0.2222222222222222,3.0,,,0
Jrue,Holiday,201950,12400001,,Boston,Celtics,Denver,Nuggets,Preseason,Preseason,,0.0,True,False,12.0,4.0,0.0,0.0,0.0,7.0,2.0,0.286,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-7.0,Jrue Holiday,2024,,,15.56,0,,,,,,,,0.2857142857142857,0.0,0.0,0.3333333333333333,7.0,,,0
Nikola,Jokic,203999,12400001,,Denver,Nuggets,Boston,Celtics,Preseason,Preseason,,0.0,False,True,16.0,14.0,2.0,0.0,2.0,7.0,5.0,0.714,0.0,0.0,0.0,5.0,4.0,0.8,5.0,3.0,8.0,2.0,1.0,4.0,Nikola Jokic,2024,,,22.01,0,,,,,,,,0.7142857142857143,0.0,0.8,0.875,12.0,,,0
Jrue,Holiday,201950,42300405,,Boston,Celtics,Dallas,Mavericks,Playoffs,NBA Finals,,5.0,True,True,43.0,15.0,4.0,1.0,0.0,14.0,7.0,0.5,3.0,1.0,0.333,0.0,0.0,0.0,7.0,4.0,11.0,3.0,2.0,21.0,Jrue Holiday,2024,,,15.56,0,,,,,,,,0.5,0.3333333333333333,0.0,0.3488372093023256,14.0,,,0
Jrue,Holiday,201950,42300404,,Boston,Celtics,Dallas,Mavericks,Playoffs,NBA Finals,,4.0,False,False,28.0,10.0,2.0,1.0,0.0,10.0,4.0,0.4,4.0,2.0,0.5,0.0,0.0,0.0,3.0,0.0,3.0,1.0,5.0,-38.0,Jrue Holiday,2024,,,15.56,0,,,,,,,,0.4,0.5,0.0,0.35714285714285715,10.0,,,0
Jrue,Holiday,201950,42300403,,Boston,Celtics,Dallas,Mavericks,Playoffs,NBA Finals,,3.0,True,False,41.0,9.0,5.0,0.0,1.0,9.0,4.0,0.444,3.0,1.0,0.333,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,1.0,Jrue Holiday,2024,,,15.56,0,,,,,,,,0.4444444444444444,0.3333333333333333,0.0,0.21951219512195122,9.0,,,0
Jrue,Holiday,201950,42300402,,Boston,Celtics,Dallas,Mavericks,Playoffs,NBA Finals,,2.0,True,True,40.0,26.0,3.0,1.0,1.0,14.0,11.0,0.786,4.0,2.0,0.5,2.0,2.0,1.0,7.0,4.0,11.0,3.0,0.0,6.0,Jrue Holiday,2024,,,15.56,1,,,,,,,,0.7857142857142857,0.5,1.0,0.65,16.0,,,0
Jrue,Holiday,201950,42300401,,Boston,Celtics,Dallas,Mavericks,Playoffs,NBA Finals,,1.0,True,True,34.0,12.0,5.0,0.0,1.0,9.0,4.0,0.444,5.0,2.0,0.4,2.0,2.0,1.0,6.0,2.0,8.0,3.0,0.0,20.0,Jrue Holiday,2024,,,15.56,0,,,,,,,,0.4444444444444444,0.4,1.0,0.35294117647058826,11.0,,,0
Karl-Anthony,Towns,1626157,42300315,,Minnesota,Timberwolves,Dallas,Mavericks,Playoffs,West - Conf. Finals,,5.0,False,True,37.0,28.0,2.0,0.0,1.0,20.0,9.0,0.45,6.0,1.0,0.167,10.0,9.0,0.9,6.0,6.0,12.0,0.0,2.0,-14.0,Karl-Anthony Towns,2024,,,22.39,1,,,,,,,,0.45,0.16666666666666666,0.9,0.7567567567567568,30.0,,,0
Rudy,Gobert,203497,42300315,,Minnesota,Timberwolves,Dallas,Mavericks,Playoffs,West - Conf. Finals,,5.0,False,True,26.0,9.0,1.0,0.0,1.0,8.0,4.0,0.5,0.0,0.0,0.0,2.0,1.0,0.5,3.0,2.0,5.0,1.0,2.0,-23.0,Rudy Gobert,2024,,,12.46,0,,,,,,,,0.5,0.0,0.5,0.34615384615384615,10.0,,,0
Karl-Anthony,Towns,1626157,42300314,,Minnesota,Timberwolves,Dallas,Mavericks,Playoffs,West - Conf. Finals,,4.0,True,False,29.0,25.0,1.0,0.0,0.0,13.0,9.0,0.692,5.0,4.0,0.8,3.0,3.0,1.0,5.0,0.0,5.0,6.0,4.0,15.0,Karl-Anthony Towns,2024,,,22.39,1,,,,,,,,0.6923076923076923,0.8,1.0,0.8620689655172413,16.0,,,0
Rudy,Gobert,203497,42300314,,Minnesota,Timberwolves,Dallas,Mavericks,Playoffs,West - Conf. Finals,,4.0,True,False,39.0,13.0,1.0,1.0,0.0,5.0,4.0,0.8,0.0,0.0,0.0,9.0,5.0,0.556,10.0,0.0,10.0,5.0,2.0,4.0,Rudy Gobert,2024,,,12.46,1,,,,,,,,0.8,0.0,0.5555555555555556,0.3333333333333333,14.0,,,0
Jrue,Holiday,201950,42300304,,Boston,Celtics,Indiana,Pacers,Playoffs,East - Conf. Finals,,4.0,True,False,38.0,17.0,2.0,0.0,0.0,13.0,7.0,0.538,6.0,2.0,0.333,1.0,1.0,1.0,8.0,1.0,9.0,3.0,1.0,2.0,Jrue Holiday,2024,,,15.56,1,,,,,,,,0.5384615384615384,0.3333333333333333,1.0,0.4473684210526316,14.0,,,0
Karl-Anthony,Towns,1626157,42300313,,Minnesota,Timberwolves,Dallas,Mavericks,Playoffs,West - Conf. Finals,,3.0,False,False,38.0,14.0,3.0,0.0,0.0,18.0,5.0,0.278,8.0,0.0,0.0,5.0,4.0,0.8,10.0,1.0,11.0,2.0,0.0,-12.0,Karl-Anthony Towns,2024,,,22.39,0,,,,,,,,0.2777777777777778,0.0,0.8,0.3684210526315789,23.0,,,0
Rudy,Gobert,203497,42300313,,Minnesota,Timberwolves,Dallas,Mavericks,Playoffs,West - Conf. Finals,,3.0,False,False,28.0,9.0,2.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.5,3.0,3.0,6.0,5.0,1.0,-8.0,Rudy Gobert,2024,,,12.46,0,,,,,,,,1.0,0.0,0.5,0.32142857142857145,6.0,,,0
Jrue,Holiday,201950,42300303,,Boston,Celtics,Indiana,Pacers,Playoffs,East - Conf. Finals,,3.0,True,False,38.0,14.0,3.0,1.0,3.0,10.0,4.0,0.4,6.0,1.0,0.167,5.0,5.0,1.0,7.0,2.0,9.0,1.0,3.0,6.0,Jrue Holiday,2024,,,15.56,0,,,,,,,,0.4,0.16666666666666666,1.0,0.3684210526315789,15.0,,,0
Karl-Anthony,Towns,1626157,42300312,,Minnesota,Timberwolves,Dallas,Mavericks,Playoffs,West - Conf. Finals,,2.0,False,True,25.0,15.0,3.0,0.0,2.0,16.0,4.0,0.25,5.0,1.0,0.2,7.0,6.0,0.857,4.0,3.0,7.0,2.0,0.0,0.0,Karl-Anthony Towns,2024,,,22.39,0,,,,,,,,0.25,0.2,0.8571428571428571,0.6,23.0,,,0
Rudy,Gobert,203497,42300312,,Minnesota,Timberwolves,Dallas,Mavericks,Playoffs,West - Conf. Finals,,2.0,False,True,37.0,16.0,2.0,1.0,2.0,10.0,6.0,0.6,0.0,0.0,0.0,6.0,4.0,0.667,5.0,5.0,10.0,5.0,0.0,1.0,Rudy Gobert,2024,,,12.46,1,,,,,,,,0.6,0.0,0.6666666666666666,0.43243243243243246,16.0,,,0
Jrue,Holiday,201950,42300302,,Boston,Celtics,Indiana,Pacers,Playoffs,East - Conf. Finals,,2.0,True,True,36.0,15.0,10.0,0.0,0.0,7.0,6.0,0.857,4.0,3.0,0.75,0.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,11.0,Jrue Holiday,2024,,,15.56,0,,,,,,,,0.8571428571428571,0.75,0.0,0.4166666666666667,7.0,,,0
Karl-Anthony,Towns,1626157,42300311,,Minnesota,Timberwolves,Dallas,Mavericks,Playoffs,West - Conf. Finals,,1.0,False,True,34.0,16.0,2.0,0.0,1.0,20.0,6.0,0.3,9.0,2.0,0.222,2.0,2.0,1.0,4.0,3.0,7.0,2.0,1.0,-5.0,Karl-Anthony Towns,2024,,,22.39,0,,,,,,,,0.3,0.2222222222222222,1.0,0.47058823529411764,22.0,,,0
Rudy,Gobert,203497,42300311,,Minnesota,Timberwolves,Dallas,Mavericks,Playoffs,West - Conf. Finals,,1.0,False,True,37.0,12.0,1.0,2.0,1.0,8.0,4.0,0.5,0.0,0.0,0.0,6.0,4.0,0.667,6.0,1.0,7.0,3.0,0.0,10.0,Rudy Gobert,2024,,,12.46,0,,,,,,,,0.5,0.0,0.6666666666666666,0.32432432432432434,14.0,,,0
Jrue,Holiday,201950,42300301,,Boston,Celtics,Indiana,Pacers,Playoffs,East - Conf. Finals,,1.0,True,True,48.0,28.0,8.0,0.0,3.0,16.0,10.0,0.625,8.0,4.0,0.5,4.0,4.0,1.0,2.0,5.0,7.0,3.0,4.0,7.0,Jrue Holiday,2024,,,15.56,1,,,,,,,,0.625,0.5,1.0,0.5833333333333334,20.0,,,0
Karl-Anthony,Towns,1626157,42300237,,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West - Conf. Semifinals,,7.0,True,False,39.0,23.0,2.0,1.0,2.0,14.0,8.0,0.571,6.0,1.0,0.167,6.0,6.0,1.0,10.0,2.0,12.0,5.0,3.0,10.0,Karl-Anthony Towns,2024,,,22.39,1,,,,,,,,0.5714285714285714,0.16666666666666666,1.0,0.5897435897435898,20.0,,,0
Rudy,Gobert,203497,42300237,,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West - Conf. Semifinals,,7.0,True,False,35.0,13.0,1.0,2.0,1.0,7.0,3.0,0.429,0.0,0.0,0.0,9.0,7.0,0.778,7.0,2.0,9.0,6.0,3.0,10.0,Rudy Gobert,2024,,,12.46,1,,,,,,,,0.42857142857142855,0.0,0.7777777777777778,0.37142857142857144,16.0,,,0
Nikola,Jokic,203999,42300237,,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West - Conf. Semifinals,,7.0,False,True,46.0,34.0,7.0,1.0,0.0,28.0,13.0,0.464,10.0,2.0,0.2,7.0,6.0,0.857,13.0,6.0,19.0,2.0,3.0,-9.0,Nikola Jokic,2024,,,22.01,1,,,,,,,,0.4642857142857143,0.2,0.8571428571428571,0.7391304347826086,35.0,,,0
Karl-Anthony,Towns,1626157,42300236,,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West - Conf. Semifinals,,6.0,True,True,28.0,10.0,5.0,0.0,0.0,10.0,4.0,0.4,4.0,0.0,0.0,2.0,2.0,1.0,9.0,4.0,13.0,3.0,1.0,25.0,Karl-Anthony Towns,2024,,,22.39,0,,,,,,,,0.4,0.0,1.0,0.35714285714285715,12.0,,,0
Rudy,Gobert,203497,42300236,,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West - Conf. Semifinals,,6.0,True,True,29.0,8.0,2.0,0.0,1.0,8.0,4.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,12.0,2.0,14.0,1.0,1.0,30.0,Rudy Gobert,2024,,,12.46,0,,,,,,,,0.5,0.0,0.0,0.27586206896551724,10.0,,,0
Nikola,Jokic,203999,42300236,,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West - Conf. Semifinals,,6.0,False,False,35.0,22.0,2.0,0.0,0.0,19.0,9.0,0.474,4.0,0.0,0.0,4.0,4.0,1.0,4.0,5.0,9.0,1.0,3.0,-25.0,Nikola Jokic,2024,,,22.01,0,,,,,,,,0.47368421052631576,0.0,1.0,0.6285714285714286,23.0,,,0
Jrue,Holiday,201950,42300205,,Boston,Celtics,Cleveland,Cavaliers,Playoffs,East - Conf. Semifinals,,5.0,True,True,41.0,13.0,4.0,0.0,0.0,9.0,5.0,0.556,4.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,21.0,Jrue Holiday,2024,,,15.56,0,,,,,,,,0.5555555555555556,0.25,1.0,0.3170731707317073,11.0,,,0
Karl-Anthony,Towns,1626157,42300235,,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West - Conf. Semifinals,,5.0,False,False,37.0,23.0,4.0,0.0,2.0,19.0,10.0,0.526,5.0,2.0,0.4,2.0,1.0,0.5,5.0,1.0,6.0,4.0,2.0,-17.0,Karl-Anthony Towns,2024,,,22.39,1,,,,,,,,0.5263157894736842,0.4,0.5,0.6216216216216216,21.0,,,0
Rudy,Gobert,203497,42300235,,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West - Conf. Semifinals,,5.0,False,False,40.0,18.0,3.0,2.0,2.0,7.0,7.0,1.0,0.0,0.0,0.0,7.0,4.0,0.571,9.0,2.0,11.0,4.0,1.0,-2.0,Rudy Gobert,2024,,,12.46,1,,,,,,,,1.0,0.0,0.5714285714285714,0.45,14.0,,,0
Nikola,Jokic,203999,42300235,,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West - Conf. Semifinals,,5.0,True,True,41.0,40.0,13.0,1.0,2.0,22.0,15.0,0.682,3.0,2.0,0.667,9.0,8.0,0.889,7.0,0.0,7.0,2.0,0.0,21.0,Nikola Jokic,2024,,,22.01,1,,,,,,,,0.6818181818181818,0.6666666666666666,0.8888888888888888,0.975609756097561,31.0,,,0
Jrue,Holiday,201950,42300204,,Boston,Celtics,Cleveland,Cavaliers,Playoffs,East - Conf. Semifinals,,4.0,True,False,42.0,16.0,5.0,1.0,3.0,11.0,6.0,0.545,8.0,4.0,0.5,0.0,0.0,0.0,6.0,1.0,7.0,0.0,2.0,6.0,Jrue Holiday,2024,,,15.56,1,,,,,,,,0.5454545454545454,0.5,0.0,0.38095238095238093,11.0,,,0
Karl-Anthony,Towns,1626157,42300234,,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West - Conf. Semifinals,,4.0,False,True,37.0,13.0,3.0,0.0,1.0,18.0,5.0,0.278,4.0,1.0,0.25,4.0,2.0,0.5,7.0,5.0,12.0,3.0,1.0,4.0,Karl-Anthony Towns,2024,,,22.39,0,,,,,,,,0.2777777777777778,0.25,0.5,0.35135135135135137,22.0,,,0
Rudy,Gobert,203497,42300234,,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West - Conf. Semifinals,,4.0,False,True,35.0,11.0,1.0,1.0,0.0,5.0,3.0,0.6,0.0,0.0,0.0,9.0,5.0,0.556,9.0,5.0,14.0,5.0,5.0,9.0,Rudy Gobert,2024,,,12.46,0,,,,,,,,0.6,0.0,0.5555555555555556,0.3142857142857143,14.0,,,0
Nikola,Jokic,203999,42300234,,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West - Conf. Semifinals,,4.0,True,False,39.0,35.0,7.0,1.0,3.0,26.0,15.0,0.577,5.0,1.0,0.2,6.0,4.0,0.667,5.0,2.0,7.0,4.0,4.0,3.0,Nikola Jokic,2024,,,22.01,1,,,,,,,,0.5769230769230769,0.2,0.6666666666666666,0.8974358974358975,32.0,,,0
Jrue,Holiday,201950,42300203,,Boston,Celtics,Cleveland,Cavaliers,Playoffs,East - Conf. Semifinals,,3.0,True,False,37.0,18.0,5.0,1.0,0.0,10.0,7.0,0.7,4.0,3.0,0.75,2.0,1.0,0.5,6.0,2.0,8.0,1.0,1.0,15.0,Jrue Holiday,2024,,,15.56,1,,,,,,,,0.7,0.75,0.5,0.4864864864864865,12.0,,,0
Karl-Anthony,Towns,1626157,42300233,,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West - Conf. Semifinals,,3.0,False,True,32.0,14.0,3.0,0.0,0.0,7.0,4.0,0.571,5.0,4.0,0.8,2.0,2.0,1.0,5.0,0.0,5.0,2.0,3.0,-32.0,Karl-Anthony Towns,2024,,,22.39,0,,,,,,,,0.5714285714285714,0.8,1.0,0.4375,9.0,,,0
Rudy,Gobert,203497,42300233,,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West - Conf. Semifinals,,3.0,False,True,26.0,6.0,1.0,0.0,0.0,5.0,3.0,0.6,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,-10.0,Rudy Gobert,2024,,,12.46,0,,,,,,,,0.6,0.0,0.0,0.23076923076923078,7.0,,,0
Nikola,Jokic,203999,42300233,,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West - Conf. Semifinals,,3.0,True,False,38.0,24.0,9.0,3.0,3.0,18.0,10.0,0.556,3.0,1.0,0.333,4.0,3.0,0.75,10.0,4.0,14.0,3.0,3.0,30.0,Nikola Jokic,2024,,,22.01,1,,,,,,,,0.5555555555555556,0.3333333333333333,0.75,0.631578947368421,22.0,,,0
Jrue,Holiday,201950,42300202,,Boston,Celtics,Cleveland,Cavaliers,Playoffs,East - Conf. Semifinals,,2.0,False,True,34.0,4.0,3.0,0.0,2.0,7.0,2.0,0.286,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,-21.0,Jrue Holiday,2024,,,15.56,0,,,,,,,,0.2857142857142857,0.0,0.0,0.11764705882352941,7.0,,,0
Jrue,Holiday,201950,42300201,,Boston,Celtics,Cleveland,Cavaliers,Playoffs,East - Conf. Semifinals,,1.0,True,True,35.0,14.0,2.0,1.0,0.0,14.0,6.0,0.429,7.0,2.0,0.286,0.0,0.0,0.0,4.0,2.0,6.0,2.0,0.0,14.0,Jrue Holiday,2024,,,15.56,0,,,,,,,,0.42857142857142855,0.2857142857142857,0.0,0.4,14.0,,,0
Karl-Anthony,Towns,1626157,42300232,,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West - Conf. Semifinals,,2.0,True,False,35.0,27.0,1.0,2.0,1.0,15.0,10.0,0.667,5.0,3.0,0.6,4.0,4.0,1.0,10.0,2.0,12.0,4.0,2.0,21.0,Karl-Anthony Towns,2024,,,22.39,1,,,,,,,,0.6666666666666666,0.6,1.0,0.7714285714285715,19.0,,,0
Nikola,Jokic,203999,42300232,,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West - Conf. Semifinals,,2.0,False,True,38.0,16.0,8.0,1.0,0.0,13.0,5.0,0.385,1.0,0.0,0.0,6.0,6.0,1.0,10.0,6.0,16.0,2.0,4.0,-16.0,Nikola Jokic,2024,,,22.01,0,,,,,,,,0.38461538461538464,0.0,1.0,0.42105263157894735,19.0,,,0
Karl-Anthony,Towns,1626157,42300231,,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West - Conf. Semifinals,,1.0,True,False,30.0,20.0,3.0,0.0,0.0,13.0,8.0,0.615,4.0,2.0,0.5,4.0,2.0,0.5,4.0,0.0,4.0,5.0,1.0,6.0,Karl-Anthony Towns,2024,,,22.39,0,,,,,,,,0.6153846153846154,0.5,0.5,0.6666666666666666,17.0,,,0
Rudy,Gobert,203497,42300231,,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West - Conf. Semifinals,,1.0,True,False,35.0,6.0,3.0,3.0,1.0,6.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,13.0,4.0,0.0,12.0,Rudy Gobert,2024,,,12.46,0,,,,,,,,0.5,0.0,0.0,0.17142857142857143,6.0,,,0
Nikola,Jokic,203999,42300231,,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West - Conf. Semifinals,,1.0,False,True,40.0,32.0,9.0,0.0,3.0,25.0,11.0,0.44,9.0,2.0,0.222,8.0,8.0,1.0,7.0,1.0,8.0,4.0,7.0,-12.0,Nikola Jokic,2024,,,22.01,1,,,,,,,,0.44,0.2222222222222222,1.0,0.8,33.0,,,0
James,Harden,201935,42300176,,Los Angeles,Clippers,Dallas,Mavericks,Playoffs,West - First Round,,6.0,False,False,43.0,16.0,13.0,1.0,2.0,16.0,5.0,0.313,6.0,0.0,0.0,7.0,6.0,0.857,7.0,0.0,7.0,1.0,1.0,-6.0,James Harden,2024,,,23.58,0,,,,,,,,0.3125,0.0,0.8571428571428571,0.37209302325581395,23.0,,,0
Buddy,Hield,1627741,42300116,,Philadelphia,76ers,New York,Knicks,Playoffs,East - First Round,,6.0,False,True,21.0,20.0,1.0,0.0,0.0,10.0,6.0,0.6,9.0,6.0,0.667,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,12.0,Buddy Hield,2024,,,14.61,1,,,,,,,,0.6,0.6666666666666666,1.0,0.9523809523809523,12.0,,,0
Tobias,Harris,202699,42300116,,Philadelphia,76ers,New York,Knicks,Playoffs,East - First Round,,6.0,False,True,29.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,-10.0,Tobias Harris,2024,,,15.9,0,,,,,,,,0.0,0.0,0.0,0.0,2.0,,,0
James,Harden,201935,42300175,,Los Angeles,Clippers,Dallas,Mavericks,Playoffs,West - First Round,,5.0,False,True,32.0,7.0,7.0,0.0,0.0,12.0,2.0,0.167,7.0,1.0,0.143,2.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,-25.0,James Harden,2024,,,23.58,0,,,,,,,,0.16666666666666666,0.14285714285714285,1.0,0.21875,14.0,,,0
Jrue,Holiday,201950,42300105,,Boston,Celtics,Miami,Heat,Playoffs,East - First Round,,5.0,True,True,34.0,10.0,5.0,0.0,1.0,5.0,3.0,0.6,4.0,2.0,0.5,2.0,2.0,1.0,3.0,3.0,6.0,3.0,2.0,22.0,Jrue Holiday,2024,,,15.56,0,,,,,,,,0.6,0.5,1.0,0.29411764705882354,7.0,,,0
Tobias,Harris,202699,42300115,,Philadelphia,76ers,New York,Knicks,Playoffs,East - First Round,,5.0,True,False,49.0,19.0,1.0,1.0,0.0,11.0,7.0,0.636,6.0,3.0,0.5,2.0,2.0,1.0,6.0,2.0,8.0,2.0,0.0,11.0,Tobias Harris,2024,,,15.9,1,,,,,,,,0.6363636363636364,0.5,1.0,0.3877551020408163,13.0,,,0
Nikola,Jokic,203999,42300155,,Denver,Nuggets,Los Angeles,Lakers,Playoffs,West - First Round,,5.0,True,True,41.0,25.0,9.0,0.0,0.0,21.0,12.0,0.571,5.0,1.0,0.2,0.0,0.0,0.0,18.0,2.0,20.0,1.0,7.0,7.0,Nikola Jokic,2024,,,22.01,1,,,,,,,,0.5714285714285714,0.2,0.0,0.6097560975609756,21.0,,,0
