firstName,lastName,personId,gameId,gameDate,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,gameLabel,gameSubLabel,seriesGameNumber,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,fullName,game_year,birth_year,age_at_game,player_threshold,over_threshold,age_expected_points,age_expected_minutes,points_vs_age_expected,minutes_vs_age_expected,age_category,years_in_league_approx,career_stage,fg_percentage,three_point_percentage,free_throw_percentage,points_per_minute,total_shot_attempts,month,day_of_week,is_weekend
Harrison,Barnes,203084,21900749,,Sacramento,Kings,Minnesota,Timberwolves,Regular Season,,,,True,True,34.0,14.0,7.0,0.0,0.0,11.0,5.0,0.455,4.0,3.0,0.75,2.0,1.0,0.5,4.0,1.0,5.0,0.0,1.0,11.0,Harrison Barnes,2020,,,13.42,1,,,,,,,,0.45454545454545453,0.75,0.5,0.4117647058823529,13.0,,,0
Devin,Booker,1626164,21900746,,Phoenix,Suns,Brooklyn,Nets,Regular Season,,,,False,False,31.0,11.0,4.0,0.0,1.0,15.0,3.0,0.2,4.0,1.0,0.25,5.0,4.0,0.8,4.0,0.0,4.0,3.0,4.0,-22.0,Devin Booker,2020,,,24.35,0,,,,,,,,0.2,0.25,0.8,0.3548387096774194,20.0,,,0
Mikal,Bridges,1628969,21900746,,Phoenix,Suns,Brooklyn,Nets,Regular Season,,,,False,False,36.0,12.0,4.0,2.0,4.0,12.0,6.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,1.0,1.0,-13.0,Mikal Bridges,2020,,,14.61,0,,,,,,,,0.5,0.0,0.0,0.3333333333333333,12.0,,,0
Tobias,Harris,202699,21900747,,Philadelphia,76ers,Miami,Heat,Regular Season,,,,False,False,25.0,6.0,2.0,0.0,0.0,12.0,3.0,0.25,6.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,-8.0,Tobias Harris,2020,,,15.9,0,,,,,,,,0.25,0.0,0.0,0.24,12.0,,,0
Nikola,Vucevic,202696,21900741,,Orlando,Magic,Charlotte,Hornets,Regular Season,,,,True,False,36.0,22.0,5.0,0.0,0.0,19.0,10.0,0.526,5.0,1.0,0.2,2.0,1.0,0.5,4.0,3.0,7.0,1.0,1.0,11.0,Nikola Vucevic,2020,,,16.84,1,,,,,,,,0.5263157894736842,0.2,0.5,0.6111111111111112,21.0,,,0
Devin,Booker,1626164,21900739,,Phoenix,Suns,Milwaukee,Bucks,Regular Season,,,,False,False,33.0,32.0,6.0,0.0,0.0,15.0,9.0,0.6,5.0,2.0,0.4,13.0,12.0,0.923,7.0,0.0,7.0,1.0,5.0,-13.0,Devin Booker,2020,,,24.35,1,,,,,,,,0.6,0.4,0.9230769230769231,0.9696969696969697,28.0,,,0
Mikal,Bridges,1628969,21900739,,Phoenix,Suns,Milwaukee,Bucks,Regular Season,,,,False,False,30.0,7.0,1.0,2.0,2.0,8.0,2.0,0.25,2.0,0.0,0.0,4.0,3.0,0.75,3.0,0.0,3.0,3.0,1.0,-2.0,Mikal Bridges,2020,,,14.61,0,,,,,,,,0.25,0.0,0.75,0.23333333333333334,12.0,,,0
James,Harden,201935,21900738,,Houston,Rockets,New Orleans,Pelicans,Regular Season,,,,True,True,38.0,40.0,9.0,2.0,0.0,24.0,12.0,0.5,15.0,7.0,0.467,9.0,9.0,1.0,8.0,2.0,10.0,5.0,4.0,3.0,James Harden,2020,,,23.58,1,,,,,,,,0.5,0.4666666666666667,1.0,1.0526315789473684,33.0,,,0
Jrue,Holiday,201950,21900738,,New Orleans,Pelicans,Houston,Rockets,Regular Season,,,,False,False,33.0,11.0,6.0,1.0,0.0,14.0,5.0,0.357,5.0,0.0,0.0,3.0,1.0,0.333,3.0,0.0,3.0,3.0,4.0,-2.0,Jrue Holiday,2020,,,15.56,0,,,,,,,,0.35714285714285715,0.0,0.3333333333333333,0.3333333333333333,17.0,,,0
Nikola,Jokic,203999,21900737,,Denver,Nuggets,Detroit,Pistons,Regular Season,,,,False,False,39.0,39.0,11.0,2.0,3.0,23.0,16.0,0.696,3.0,1.0,0.333,7.0,6.0,0.857,10.0,0.0,10.0,4.0,2.0,13.0,Nikola Jokic,2020,,,22.01,1,,,,,,,,0.6956521739130435,0.3333333333333333,0.8571428571428571,1.0,30.0,,,0
Rudy,Gobert,203497,21900735,,Utah,Jazz,Portland,Trail Blazers,Regular Season,,,,False,False,32.0,6.0,2.0,3.0,1.0,4.0,1.0,0.25,0.0,0.0,0.0,4.0,4.0,1.0,7.0,4.0,11.0,4.0,1.0,-14.0,Rudy Gobert,2020,,,12.46,0,,,,,,,,0.25,0.0,1.0,0.1875,8.0,,,0
Buddy,Hield,1627741,21900736,,Sacramento,Kings,Los Angeles,Lakers,Regular Season,,,,False,True,29.0,22.0,2.0,1.0,1.0,16.0,8.0,0.5,13.0,6.0,0.462,0.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,-10.0,Buddy Hield,2020,,,14.61,1,,,,,,,,0.5,0.46153846153846156,0.0,0.7586206896551724,16.0,,,0
Harrison,Barnes,203084,21900736,,Sacramento,Kings,Los Angeles,Lakers,Regular Season,,,,False,True,29.0,2.0,0.0,1.0,0.0,8.0,1.0,0.125,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,3.0,0.0,-19.0,Harrison Barnes,2020,,,13.42,0,,,,,,,,0.125,0.0,0.0,0.06896551724137931,8.0,,,0
Tobias,Harris,202699,21900732,,Philadelphia,76ers,Boston,Celtics,Regular Season,,,,False,False,32.0,10.0,1.0,0.0,1.0,12.0,4.0,0.333,2.0,1.0,0.5,1.0,1.0,1.0,6.0,0.0,6.0,2.0,2.0,-19.0,Tobias Harris,2020,,,15.9,0,,,,,,,,0.3333333333333333,0.5,1.0,0.3125,13.0,,,0
Nikola,Vucevic,202696,21900729,,Orlando,Magic,Miami,Heat,Regular Season,,,,False,True,34.0,21.0,4.0,2.0,0.0,16.0,10.0,0.625,4.0,1.0,0.25,0.0,0.0,0.0,8.0,1.0,9.0,3.0,1.0,-6.0,Nikola Vucevic,2020,,,16.84,1,,,,,,,,0.625,0.25,0.0,0.6176470588235294,16.0,,,0
Karl-Anthony,Towns,1626157,21900727,,Minnesota,Timberwolves,Los Angeles,Clippers,Regular Season,,,,False,False,36.0,32.0,3.0,1.0,0.0,22.0,11.0,0.5,9.0,2.0,0.222,11.0,8.0,0.727,11.0,1.0,12.0,1.0,0.0,-10.0,Karl-Anthony Towns,2020,,,22.39,1,,,,,,,,0.5,0.2222222222222222,0.7272727272727273,0.8888888888888888,33.0,,,0
Devin,Booker,1626164,21900725,,Phoenix,Suns,Oklahoma City,Thunder,Regular Season,,,,False,True,39.0,27.0,5.0,0.0,0.0,18.0,9.0,0.5,5.0,1.0,0.2,8.0,8.0,1.0,3.0,0.0,3.0,6.0,7.0,-15.0,Devin Booker,2020,,,24.35,1,,,,,,,,0.5,0.2,1.0,0.6923076923076923,26.0,,,0
Mikal,Bridges,1628969,21900725,,Phoenix,Suns,Oklahoma City,Thunder,Regular Season,,,,False,True,34.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,6.0,5.0,2.0,-21.0,Mikal Bridges,2020,,,14.61,0,,,,,,,,0.0,0.0,1.0,0.058823529411764705,7.0,,,0
Nikola,Jokic,203999,21900724,,Denver,Nuggets,Milwaukee,Bucks,Regular Season,,,,True,False,33.0,15.0,9.0,0.0,1.0,17.0,7.0,0.412,3.0,1.0,0.333,0.0,0.0,0.0,10.0,0.0,10.0,4.0,3.0,-9.0,Nikola Jokic,2020,,,22.01,0,,,,,,,,0.4117647058823529,0.3333333333333333,0.0,0.45454545454545453,17.0,,,0
Jrue,Holiday,201950,21900723,,New Orleans,Pelicans,Memphis,Grizzlies,Regular Season,,,,True,True,25.0,18.0,6.0,2.0,3.0,15.0,7.0,0.467,5.0,2.0,0.4,3.0,2.0,0.667,3.0,1.0,4.0,2.0,1.0,24.0,Jrue Holiday,2020,,,15.56,1,,,,,,,,0.4666666666666667,0.4,0.6666666666666666,0.72,18.0,,,0
James,Harden,201935,21900722,,Houston,Rockets,Dallas,Mavericks,Regular Season,,,,True,True,37.0,35.0,6.0,0.0,4.0,25.0,10.0,0.4,14.0,6.0,0.429,10.0,9.0,0.9,14.0,2.0,16.0,4.0,3.0,9.0,James Harden,2020,,,23.58,1,,,,,,,,0.4,0.42857142857142855,0.9,0.9459459459459459,35.0,,,0
Buddy,Hield,1627741,21900719,,Sacramento,Kings,Los Angeles,Clippers,Regular Season,,,,True,False,26.0,19.0,1.0,0.0,1.0,14.0,7.0,0.5,11.0,5.0,0.455,0.0,0.0,0.0,4.0,3.0,7.0,1.0,1.0,10.0,Buddy Hield,2020,,,14.61,1,,,,,,,,0.5,0.45454545454545453,0.0,0.7307692307692307,14.0,,,0
Harrison,Barnes,203084,21900719,,Sacramento,Kings,Los Angeles,Clippers,Regular Season,,,,True,False,31.0,6.0,3.0,0.0,0.0,5.0,2.0,0.4,1.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,3.0,3.0,0.0,20.0,Harrison Barnes,2020,,,13.42,0,,,,,,,,0.4,0.0,1.0,0.1935483870967742,7.0,,,0
Rudy,Gobert,203497,21900718,,Utah,Jazz,Denver,Nuggets,Regular Season,,,,False,False,37.0,21.0,1.0,3.0,1.0,10.0,9.0,0.9,0.0,0.0,0.0,6.0,3.0,0.5,9.0,2.0,11.0,4.0,4.0,3.0,Rudy Gobert,2020,,,12.46,1,,,,,,,,0.9,0.0,0.5,0.5675675675675675,16.0,,,0
Nikola,Jokic,203999,21900718,,Denver,Nuggets,Utah,Jazz,Regular Season,,,,True,True,34.0,28.0,10.0,0.0,3.0,19.0,11.0,0.579,2.0,1.0,0.5,6.0,5.0,0.833,4.0,0.0,4.0,4.0,3.0,-4.0,Nikola Jokic,2020,,,22.01,1,,,,,,,,0.5789473684210527,0.5,0.8333333333333334,0.8235294117647058,25.0,,,0
Tobias,Harris,202699,21900716,,Philadelphia,76ers,Atlanta,Hawks,Regular Season,,,,False,False,35.0,21.0,4.0,0.0,0.0,15.0,6.0,0.4,4.0,0.0,0.0,10.0,9.0,0.9,9.0,0.0,9.0,4.0,3.0,1.0,Tobias Harris,2020,,,15.9,1,,,,,,,,0.4,0.0,0.9,0.6,25.0,,,0
Buddy,Hield,1627741,21900713,,Sacramento,Kings,Oklahoma City,Thunder,Regular Season,,,,False,True,23.0,13.0,2.0,0.0,0.0,12.0,5.0,0.417,10.0,3.0,0.3,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,-20.0,Buddy Hield,2020,,,14.61,0,,,,,,,,0.4166666666666667,0.3,0.0,0.5652173913043478,12.0,,,0
James,Harden,201935,21900712,,Houston,Rockets,Portland,Trail Blazers,Regular Season,,,,False,False,38.0,18.0,4.0,2.0,2.0,18.0,5.0,0.278,8.0,2.0,0.25,6.0,6.0,1.0,4.0,1.0,5.0,3.0,6.0,-13.0,James Harden,2020,,,23.58,0,,,,,,,,0.2777777777777778,0.25,1.0,0.47368421052631576,24.0,,,0
Harrison,Barnes,203084,21900713,,Sacramento,Kings,Oklahoma City,Thunder,Regular Season,,,,False,True,26.0,8.0,1.0,0.0,0.0,6.0,3.0,0.5,1.0,0.0,0.0,3.0,2.0,0.667,2.0,1.0,3.0,1.0,2.0,-14.0,Harrison Barnes,2020,,,13.42,0,,,,,,,,0.5,0.0,0.6666666666666666,0.3076923076923077,9.0,,,0
Rudy,Gobert,203497,21900711,,Utah,Jazz,San Antonio,Spurs,Regular Season,,,,False,False,32.0,17.0,0.0,0.0,0.0,7.0,4.0,0.571,0.0,0.0,0.0,18.0,9.0,0.5,11.0,8.0,19.0,4.0,4.0,6.0,Rudy Gobert,2020,,,12.46,1,,,,,,,,0.5714285714285714,0.0,0.5,0.53125,25.0,,,0
Devin,Booker,1626164,21900706,,Phoenix,Suns,Dallas,Mavericks,Regular Season,,,,True,False,30.0,32.0,9.0,0.0,2.0,20.0,12.0,0.6,4.0,2.0,0.5,8.0,6.0,0.75,6.0,0.0,6.0,1.0,1.0,36.0,Devin Booker,2020,,,24.35,1,,,,,,,,0.6,0.5,0.75,1.0666666666666667,28.0,,,0
Mikal,Bridges,1628969,21900706,,Phoenix,Suns,Dallas,Mavericks,Regular Season,,,,True,False,33.0,13.0,6.0,1.0,2.0,5.0,4.0,0.8,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,27.0,Mikal Bridges,2020,,,14.61,0,,,,,,,,0.8,1.0,1.0,0.3939393939393939,9.0,,,0
Nikola,Jokic,203999,21900704,,Denver,Nuggets,Memphis,Grizzlies,Regular Season,,,,False,False,38.0,25.0,5.0,1.0,0.0,16.0,8.0,0.5,6.0,3.0,0.5,6.0,6.0,1.0,10.0,3.0,13.0,3.0,8.0,-9.0,Nikola Jokic,2020,,,22.01,1,,,,,,,,0.5,0.5,1.0,0.6578947368421053,22.0,,,0
Jrue,Holiday,201950,21900700,,New Orleans,Pelicans,Cleveland,Cavaliers,Regular Season,,,,True,False,33.0,28.0,8.0,4.0,3.0,16.0,10.0,0.625,7.0,3.0,0.429,6.0,5.0,0.833,2.0,0.0,2.0,1.0,1.0,19.0,Jrue Holiday,2020,,,15.56,1,,,,,,,,0.625,0.42857142857142855,0.8333333333333334,0.8484848484848485,22.0,,,0
Tobias,Harris,202699,21900702,,Philadelphia,76ers,Golden State,Warriors,Regular Season,,,,True,True,36.0,14.0,4.0,0.0,0.0,10.0,6.0,0.6,3.0,1.0,0.333,2.0,1.0,0.5,7.0,0.0,7.0,1.0,2.0,11.0,Tobias Harris,2020,,,15.9,0,,,,,,,,0.6,0.3333333333333333,0.5,0.3888888888888889,12.0,,,0
Rudy,Gobert,203497,21900698,,Utah,Jazz,Houston,Rockets,Regular Season,,,,False,True,37.0,12.0,0.0,2.0,1.0,5.0,3.0,0.6,0.0,0.0,0.0,10.0,6.0,0.6,13.0,1.0,14.0,2.0,1.0,-15.0,Rudy Gobert,2020,,,12.46,0,,,,,,,,0.6,0.0,0.6,0.32432432432432434,15.0,,,0
Karl-Anthony,Towns,1626157,21900696,,Minnesota,Timberwolves,Sacramento,Kings,Regular Season,,,,False,True,40.0,23.0,3.0,1.0,1.0,18.0,7.0,0.389,6.0,3.0,0.5,8.0,6.0,0.75,5.0,3.0,8.0,4.0,7.0,0.0,Karl-Anthony Towns,2020,,,22.39,1,,,,,,,,0.3888888888888889,0.5,0.75,0.575,26.0,,,0
Buddy,Hield,1627741,21900696,,Sacramento,Kings,Minnesota,Timberwolves,Regular Season,,,,True,False,37.0,42.0,3.0,0.0,0.0,24.0,14.0,0.583,14.0,9.0,0.643,5.0,5.0,1.0,4.0,1.0,5.0,3.0,2.0,19.0,Buddy Hield,2020,,,14.61,1,,,,,,,,0.5833333333333334,0.6428571428571429,1.0,1.135135135135135,29.0,,,0
Harrison,Barnes,203084,21900696,,Sacramento,Kings,Minnesota,Timberwolves,Regular Season,,,,True,False,38.0,12.0,2.0,0.0,0.0,7.0,3.0,0.429,2.0,0.0,0.0,6.0,6.0,1.0,4.0,0.0,4.0,1.0,3.0,4.0,Harrison Barnes,2020,,,13.42,0,,,,,,,,0.42857142857142855,0.0,1.0,0.3157894736842105,13.0,,,0
Nikola,Vucevic,202696,21900694,,Orlando,Magic,Miami,Heat,Regular Season,,,,False,False,32.0,13.0,4.0,1.0,1.0,15.0,5.0,0.333,5.0,2.0,0.4,1.0,1.0,1.0,9.0,3.0,12.0,2.0,0.0,-16.0,Nikola Vucevic,2020,,,16.84,0,,,,,,,,0.3333333333333333,0.4,1.0,0.40625,16.0,,,0
Devin,Booker,1626164,21900690,,Phoenix,Suns,Memphis,Grizzlies,Regular Season,,,,False,False,39.0,36.0,5.0,1.0,0.0,24.0,11.0,0.458,11.0,5.0,0.455,10.0,9.0,0.9,2.0,0.0,2.0,3.0,4.0,-2.0,Devin Booker,2020,,,24.35,1,,,,,,,,0.4583333333333333,0.45454545454545453,0.9,0.9230769230769231,34.0,,,0
Mikal,Bridges,1628969,21900690,,Phoenix,Suns,Memphis,Grizzlies,Regular Season,,,,False,False,25.0,6.0,3.0,2.0,2.0,6.0,3.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,5.0,1.0,2.0,Mikal Bridges,2020,,,14.61,0,,,,,,,,0.5,0.0,0.0,0.24,6.0,,,0
Jrue,Holiday,201950,21900691,,New Orleans,Pelicans,Boston,Celtics,Regular Season,,,,True,True,34.0,25.0,5.0,0.0,0.0,20.0,10.0,0.5,8.0,4.0,0.5,2.0,1.0,0.5,3.0,3.0,6.0,1.0,2.0,18.0,Jrue Holiday,2020,,,15.56,1,,,,,,,,0.5,0.5,0.5,0.7352941176470589,22.0,,,0
Nikola,Vucevic,202696,21900689,,Orlando,Magic,Los Angeles,Clippers,Regular Season,,,,False,True,26.0,13.0,5.0,0.0,0.0,14.0,5.0,0.357,5.0,0.0,0.0,3.0,3.0,1.0,4.0,2.0,6.0,6.0,3.0,-31.0,Nikola Vucevic,2020,,,16.84,0,,,,,,,,0.35714285714285715,0.0,1.0,0.5,17.0,,,0
Nikola,Jokic,203999,21900685,,Denver,Nuggets,Houston,Rockets,Regular Season,,,,True,True,38.0,24.0,11.0,0.0,2.0,18.0,9.0,0.5,2.0,0.0,0.0,7.0,6.0,0.857,10.0,2.0,12.0,4.0,6.0,0.0,Nikola Jokic,2020,,,22.01,1,,,,,,,,0.5,0.0,0.8571428571428571,0.631578947368421,25.0,,,0
Tobias,Harris,202699,21900684,,Philadelphia,76ers,Los Angeles,Lakers,Regular Season,,,,True,True,38.0,29.0,1.0,1.0,0.0,20.0,10.0,0.5,8.0,3.0,0.375,7.0,6.0,0.857,7.0,1.0,8.0,3.0,3.0,6.0,Tobias Harris,2020,,,15.9,1,,,,,,,,0.5,0.375,0.8571428571428571,0.7631578947368421,27.0,,,0
Karl-Anthony,Towns,1626157,21900683,,Minnesota,Timberwolves,Oklahoma City,Thunder,Regular Season,,,,False,True,35.0,37.0,6.0,2.0,2.0,23.0,13.0,0.565,9.0,4.0,0.444,8.0,7.0,0.875,6.0,2.0,8.0,2.0,3.0,-7.0,Karl-Anthony Towns,2020,,,22.39,1,,,,,,,,0.5652173913043478,0.4444444444444444,0.875,1.0571428571428572,31.0,,,0
Rudy,Gobert,203497,21900680,,Utah,Jazz,Dallas,Mavericks,Regular Season,,,,True,True,37.0,22.0,2.0,5.0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,9.0,6.0,0.667,13.0,4.0,17.0,5.0,4.0,2.0,Rudy Gobert,2020,,,12.46,1,,,,,,,,1.0,0.0,0.6666666666666666,0.5945945945945946,17.0,,,0
Devin,Booker,1626164,21900678,,Phoenix,Suns,San Antonio,Spurs,Regular Season,,,,True,False,40.0,35.0,10.0,1.0,0.0,20.0,11.0,0.55,7.0,3.0,0.429,10.0,10.0,1.0,4.0,0.0,4.0,6.0,6.0,6.0,Devin Booker,2020,,,24.35,1,,,,,,,,0.55,0.42857142857142855,1.0,0.875,30.0,,,0
Mikal,Bridges,1628969,21900678,,Phoenix,Suns,San Antonio,Spurs,Regular Season,,,,True,False,32.0,8.0,4.0,0.0,2.0,12.0,2.0,0.167,7.0,1.0,0.143,4.0,3.0,0.75,5.0,2.0,7.0,4.0,2.0,-12.0,Mikal Bridges,2020,,,14.61,0,,,,,,,,0.16666666666666666,0.14285714285714285,0.75,0.25,16.0,,,0
Karl-Anthony,Towns,1626157,21900675,,Minnesota,Timberwolves,Houston,Rockets,Regular Season,,,,False,True,27.0,30.0,3.0,2.0,0.0,23.0,12.0,0.522,5.0,2.0,0.4,4.0,4.0,1.0,9.0,3.0,12.0,4.0,4.0,5.0,Karl-Anthony Towns,2020,,,22.39,1,,,,,,,,0.5217391304347826,0.4,1.0,1.1111111111111112,27.0,,,0
Buddy,Hield,1627741,21900674,,Sacramento,Kings,Chicago,Bulls,Regular Season,,,,True,False,22.0,21.0,1.0,1.0,0.0,12.0,7.0,0.583,9.0,5.0,0.556,2.0,2.0,1.0,7.0,1.0,8.0,2.0,2.0,5.0,Buddy Hield,2020,,,14.61,1,,,,,,,,0.5833333333333334,0.5555555555555556,1.0,0.9545454545454546,14.0,,,0
James,Harden,201935,21900675,,Houston,Rockets,Minnesota,Timberwolves,Regular Season,,,,True,False,34.0,12.0,5.0,3.0,0.0,13.0,3.0,0.231,6.0,0.0,0.0,6.0,6.0,1.0,4.0,0.0,4.0,4.0,3.0,-7.0,James Harden,2020,,,23.58,0,,,,,,,,0.23076923076923078,0.0,1.0,0.35294117647058826,19.0,,,0
Jrue,Holiday,201950,21900676,,New Orleans,Pelicans,Denver,Nuggets,Regular Season,,,,False,True,38.0,12.0,9.0,1.0,3.0,17.0,5.0,0.294,4.0,0.0,0.0,3.0,2.0,0.667,3.0,3.0,6.0,4.0,3.0,4.0,Jrue Holiday,2020,,,15.56,0,,,,,,,,0.29411764705882354,0.0,0.6666666666666666,0.3157894736842105,20.0,,,0
Harrison,Barnes,203084,21900674,,Sacramento,Kings,Chicago,Bulls,Regular Season,,,,True,False,35.0,19.0,1.0,0.0,1.0,14.0,8.0,0.571,2.0,0.0,0.0,4.0,3.0,0.75,3.0,0.0,3.0,1.0,1.0,12.0,Harrison Barnes,2020,,,13.42,1,,,,,,,,0.5714285714285714,0.0,0.75,0.5428571428571428,18.0,,,0
Nikola,Jokic,203999,21900676,,Denver,Nuggets,New Orleans,Pelicans,Regular Season,,,,True,False,35.0,27.0,7.0,1.0,4.0,20.0,9.0,0.45,6.0,1.0,0.167,8.0,8.0,1.0,5.0,7.0,12.0,3.0,2.0,7.0,Nikola Jokic,2020,,,22.01,1,,,,,,,,0.45,0.16666666666666666,1.0,0.7714285714285715,28.0,,,0
Nikola,Vucevic,202696,21900671,,Orlando,Magic,Boston,Celtics,Regular Season,,,,False,True,34.0,17.0,4.0,0.0,1.0,18.0,6.0,0.333,7.0,2.0,0.286,3.0,3.0,1.0,11.0,1.0,12.0,3.0,3.0,-6.0,Nikola Vucevic,2020,,,16.84,1,,,,,,,,0.3333333333333333,0.2857142857142857,1.0,0.5,21.0,,,0
Rudy,Gobert,203497,21900665,,Utah,Jazz,Golden State,Warriors,Regular Season,,,,True,False,30.0,22.0,2.0,3.0,1.0,13.0,10.0,0.769,0.0,0.0,0.0,7.0,2.0,0.286,9.0,6.0,15.0,2.0,1.0,31.0,Rudy Gobert,2020,,,12.46,1,,,,,,,,0.7692307692307693,0.0,0.2857142857142857,0.7333333333333333,20.0,,,0
Jrue,Holiday,201950,21900663,,New Orleans,Pelicans,San Antonio,Spurs,Regular Season,,,,False,True,35.0,12.0,4.0,1.0,1.0,11.0,4.0,0.364,5.0,1.0,0.2,4.0,3.0,0.75,1.0,1.0,2.0,2.0,0.0,-6.0,Jrue Holiday,2020,,,15.56,0,,,,,,,,0.36363636363636365,0.2,0.75,0.34285714285714286,15.0,,,0
Devin,Booker,1626164,21900664,,Phoenix,Suns,Indiana,Pacers,Regular Season,,,,False,True,31.0,16.0,3.0,0.0,1.0,12.0,5.0,0.417,3.0,0.0,0.0,6.0,6.0,1.0,2.0,0.0,2.0,2.0,4.0,-24.0,Devin Booker,2020,,,24.35,0,,,,,,,,0.4166666666666667,0.0,1.0,0.5161290322580645,18.0,,,0
Mikal,Bridges,1628969,21900664,,Phoenix,Suns,Indiana,Pacers,Regular Season,,,,False,True,33.0,9.0,0.0,0.0,2.0,8.0,4.0,0.5,3.0,1.0,0.333,0.0,0.0,0.0,5.0,1.0,6.0,1.0,0.0,-10.0,Mikal Bridges,2020,,,14.61,0,,,,,,,,0.5,0.3333333333333333,0.0,0.2727272727272727,8.0,,,0
Karl-Anthony,Towns,1626157,21900661,,Minnesota,Timberwolves,Chicago,Bulls,Regular Season,,,,False,False,31.0,40.0,2.0,0.0,0.0,24.0,16.0,0.667,8.0,4.0,0.5,5.0,4.0,0.8,5.0,1.0,6.0,4.0,2.0,-7.0,Karl-Anthony Towns,2020,,,22.39,1,,,,,,,,0.6666666666666666,0.5,0.8,1.2903225806451613,29.0,,,0
James,Harden,201935,21900662,,Houston,Rockets,Denver,Nuggets,Regular Season,,,,True,True,31.0,27.0,5.0,0.0,2.0,13.0,6.0,0.462,6.0,2.0,0.333,15.0,13.0,0.867,4.0,1.0,5.0,3.0,3.0,7.0,James Harden,2020,,,23.58,1,,,,,,,,0.46153846153846156,0.3333333333333333,0.8666666666666667,0.8709677419354839,28.0,,,0
Nikola,Jokic,203999,21900662,,Denver,Nuggets,Houston,Rockets,Regular Season,,,,False,False,34.0,19.0,10.0,1.0,1.0,19.0,8.0,0.421,1.0,0.0,0.0,6.0,3.0,0.5,8.0,4.0,12.0,2.0,6.0,-9.0,Nikola Jokic,2020,,,22.01,0,,,,,,,,0.42105263157894735,0.0,0.5,0.5588235294117647,25.0,,,0
Buddy,Hield,1627741,21900654,,Sacramento,Kings,Detroit,Pistons,Regular Season,,,,False,False,28.0,14.0,5.0,0.0,2.0,16.0,6.0,0.375,9.0,2.0,0.222,1.0,0.0,0.0,4.0,0.0,4.0,5.0,1.0,-13.0,Buddy Hield,2020,,,14.61,0,,,,,,,,0.375,0.2222222222222222,0.0,0.5,17.0,,,0
Nikola,Vucevic,202696,21900655,,Orlando,Magic,Oklahoma City,Thunder,Regular Season,,,,False,True,35.0,24.0,5.0,1.0,3.0,20.0,10.0,0.5,7.0,3.0,0.429,1.0,1.0,1.0,8.0,3.0,11.0,5.0,2.0,-6.0,Nikola Vucevic,2020,,,16.84,1,,,,,,,,0.5,0.42857142857142855,1.0,0.6857142857142857,21.0,,,0
Tobias,Harris,202699,21900660,,Philadelphia,76ers,Toronto,Raptors,Regular Season,,,,False,False,40.0,22.0,4.0,2.0,1.0,18.0,7.0,0.389,10.0,4.0,0.4,5.0,4.0,0.8,6.0,0.0,6.0,3.0,1.0,-9.0,Tobias Harris,2020,,,15.9,1,,,,,,,,0.3888888888888889,0.4,0.8,0.55,23.0,,,0
Harrison,Barnes,203084,21900654,,Sacramento,Kings,Detroit,Pistons,Regular Season,,,,False,False,34.0,8.0,0.0,1.0,0.0,9.0,3.0,0.333,2.0,1.0,0.5,2.0,1.0,0.5,7.0,1.0,8.0,1.0,0.0,-10.0,Harrison Barnes,2020,,,13.42,0,,,,,,,,0.3333333333333333,0.5,0.5,0.23529411764705882,11.0,,,0
Devin,Booker,1626164,21900650,,Phoenix,Suns,San Antonio,Spurs,Regular Season,,,,False,True,38.0,37.0,5.0,0.0,0.0,23.0,13.0,0.565,6.0,4.0,0.667,7.0,7.0,1.0,6.0,1.0,7.0,3.0,5.0,6.0,Devin Booker,2020,,,24.35,1,,,,,,,,0.5652173913043478,0.6666666666666666,1.0,0.9736842105263158,30.0,,,0
Mikal,Bridges,1628969,21900650,,Phoenix,Suns,San Antonio,Spurs,Regular Season,,,,False,True,32.0,4.0,2.0,0.0,0.0,4.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,Mikal Bridges,2020,,,14.61,0,,,,,,,,0.5,0.0,0.0,0.125,4.0,,,0
