total_games,unique_players,date_range_start,date_range_end,over_rate,avg_points,features_count,cleaning_timestamp
13449,13,2025-10-02 12:00:00+00:00,2025-11-19 22:00:00+00:00,0.4889582868614767,19.364116291174064,56,2025-11-20T12:45:55.611686
