total_features,total_games,players,date_range_start,date_range_end,over_rate,feature_engineering_timestamp
130,13449,13,2025-10-02 12:00:00+00:00,2025-11-19 22:00:00+00:00,0.4889582868614767,2025-11-20T12:47:42.788962
